year,state,district,crop,season,soil_type,irrigation,seed_variety,area,rainfall,temperature,fertilizer,pesticide,production,yield
2020,Odisha,Sambalpur,Maize,Zaid,Lateritic,Tubewell,Local,0.5,89.0,22.945,2342136.925,4996.15,15482.5,3402.0
2020,Odisha,Sambalpur,Mung,Kharif,Lateritic,Canal,Hybrid,3.23,919.0,22.945,2342136.925,4996.15,15482.5,1359.0
2020,Odisha,Sambalpur,Mung,Rabi,Mixed Red & Yellow,Canal,Hybrid,4.86,268.0,22.945,2342136.925,4996.15,15482.5,1086.0
2020,Odisha,Sambalpur,Mung,Zaid,Lateritic,Tubewell,Local,3.62,177.0,22.945,2342136.925,4996.15,15482.5,1241.0
2020,Odisha,Sambalpur,Rice,Kharif,Lateritic,Tubewell,Local,2.53,1242.0,22.945,2342136.925,4996.15,15482.5,3972.0
2020,Odisha,Sambalpur,Rice,Rabi,Lateritic,Canal,Hybrid,4.36,192.0,22.945,2342136.925,4996.15,15482.5,1987.0
2020,Odisha,Sambalpur,Rice,Zaid,Mixed Red & Yellow,Canal,Local,4.05,104.0,22.945,2342136.925,4996.15,15482.5,3413.0
2020,Odisha,Sambalpur,Sugarcane,Kharif,Mixed Red & Yellow,Canal,Local,4.23,1258.0,22.945,2342136.925,4996.15,15482.5,86922.0
2020,Odisha,Sambalpur,Sugarcane,Rabi,Mixed Red & Yellow,Canal,Hybrid,2.78,293.0,22.945,2342136.925,4996.15,15482.5,99416.0
2020,Odisha,Sambalpur,Turmeric,Kharif,Lateritic,Tubewell,Local,1.51,1245.0,22.945,2342136.925,4996.15,15482.5,5143.0
2020,Odisha,Sambalpur,Turmeric,Rabi,Lateritic,Canal,Local,1.84,270.0,22.945,2342136.925,4996.15,15482.5,3563.0
2020,Odisha,Sambalpur,Wheat,Kharif,Mixed Red & Yellow,Canal,Hybrid,4.55,956.0,22.945,2342136.925,4996.15,15482.5,3876.0
2020,Odisha,Sambalpur,Wheat,Rabi,Lateritic,Canal,Hybrid,4.54,203.0,22.945,2342136.925,4996.15,15482.5,3341.0
2020,Odisha,Sambalpur,Wheat,Zaid,Mixed Red & Yellow,Tubewell,Hybrid,3.69,290.0,22.945,2342136.925,4996.15,15482.5,2780.0
2020,Odisha,Sonepur,Cotton,Kharif,Black Soil,Tubewell,Hybrid,1.87,1364.0,22.945,2342136.925,4996.15,15482.5,1510.0
2020,Odisha,Sonepur,Cotton,Rabi,Red Soil,Canal,Hybrid,4.25,77.0,22.945,2342136.925,4996.15,15482.5,1421.0
2020,Odisha,Sonepur,Groundnut,Kharif,Black Soil,Tubewell,Local,0.54,1478.0,22.945,2342136.925,4996.15,15482.5,2562.0
2020,Odisha,Sonepur,Groundnut,Rabi,Black Soil,Canal,Hybrid,1.97,263.0,22.945,2342136.925,4996.15,15482.5,1687.0
2020,Odisha,Sonepur,Groundnut,Zaid,Red Soil,Canal,Hybrid,1.13,151.0,22.945,2342136.925,4996.15,15482.5,2044.0
2020,Odisha,Sonepur,Maize,Kharif,Black Soil,Tubewell,Hybrid,0.52,1268.0,22.945,2342136.925,4996.15,15482.5,4921.0
2020,Odisha,Sonepur,Maize,Rabi,Black Soil,Canal,Hybrid,3.02,267.0,22.945,2342136.925,4996.15,15482.5,3496.0
2020,Odisha,Sonepur,Maize,Zaid,Red Soil,Canal,Local,1.74,99.0,22.945,2342136.925,4996.15,15482.5,5095.0
2020,Odisha,Sonepur,Mung,Kharif,Black Soil,Tubewell,Local,3.21,1357.0,22.945,2342136.925,4996.15,15482.5,955.0
2020,Odisha,Sonepur,Mung,Rabi,Red Soil,Canal,Hybrid,4.25,76.0,22.945,2342136.925,4996.15,15482.5,1149.0
2020,Odisha,Sonepur,Mung,Zaid,Black Soil,Canal,Hybrid,4.45,98.0,22.945,2342136.925,4996.15,15482.5,1348.0
2020,Odisha,Sonepur,Rice,Kharif,Black Soil,Canal,Local,1.71,1432.0,22.945,2342136.925,4996.15,15482.5,4488.0
2020,Odisha,Sonepur,Rice,Zaid,Black Soil,Tubewell,Local,3.94,151.0,22.945,2342136.925,4996.15,15482.5,3322.0
2020,Odisha,Sonepur,Sugarcane,Kharif,Black Soil,Canal,Local,4.93,952.0,22.945,2342136.925,4996.15,15482.5,89495.0
2020,Odisha,Sonepur,Sugarcane,Rabi,Red Soil,Tubewell,Local,0.71,223.0,22.945,2342136.925,4996.15,15482.5,65340.0
2020,Odisha,Sonepur,Turmeric,Kharif,Black Soil,Tubewell,Local,2.31,1410.0,22.945,2342136.925,4996.15,15482.5,4932.0
2020,Odisha,Sonepur,Turmeric,Rabi,Black Soil,Tubewell,Local,4.6,149.0,22.945,2342136.925,4996.15,15482.5,5448.0
2020,Odisha,Sonepur,Wheat,Kharif,Black Soil,Tubewell,Hybrid,2.35,1269.0,22.945,2342136.925,4996.15,15482.5,3358.0
2020,Odisha,Sonepur,Wheat,Rabi,Red Soil,Tubewell,Local,2.29,256.0,22.945,2342136.925,4996.15,15482.5,3915.0
2020,Odisha,Sonepur,Wheat,Zaid,Black Soil,Canal,Local,1.82,57.0,22.945,2342136.925,4996.15,15482.5,4721.0
2020,Odisha,Sundargarh,Cotton,Kharif,Lateritic,Lift,Hybrid,0.53,940.0,22.945,2342136.925,4996.15,15482.5,1820.0
2020,Odisha,Sundargarh,Cotton,Rabi,Mixed Red & Yellow,Lift,Local,2.06,229.0,22.945,2342136.925,4996.15,15482.5,1584.0
2020,Odisha,Sundargarh,Groundnut,Kharif,Lateritic,Tubewell,Hybrid,4.6,1246.0,22.945,2342136.925,4996.15,15482.5,2823.0
2020,Odisha,Sundargarh,Groundnut,Rabi,Lateritic,Lift,Hybrid,4.7,97.0,22.945,2342136.925,4996.15,15482.5,2460.0
2020,Odisha,Sundargarh,Groundnut,Zaid,Mixed Red & Yellow,Tubewell,Hybrid,0.54,288.0,22.945,2342136.925,4996.15,15482.5,2734.0
2020,Odisha,Sundargarh,Maize,Kharif,Mixed Red & Yellow,Lift,Local,2.62,1458.0,22.945,2342136.925,4996.15,15482.5,4019.0
2020,Odisha,Sundargarh,Maize,Rabi,Lateritic,Tubewell,Local,3.34,145.0,22.945,2342136.925,4996.15,15482.5,3007.0
2020,Odisha,Sundargarh,Maize,Zaid,Mixed Red & Yellow,Tubewell,Hybrid,1.72,293.0,22.945,2342136.925,4996.15,15482.5,3097.0
2020,Odisha,Sundargarh,Mung,Kharif,Mixed Red & Yellow,Tubewell,Hybrid,1.66,1198.0,22.945,2342136.925,4996.15,15482.5,723.0
2020,Odisha,Sundargarh,Mung,Rabi,Lateritic,Tubewell,Local,4.03,107.0,22.945,2342136.925,4996.15,15482.5,1154.0
2020,Odisha,Sundargarh,Mung,Zaid,Mixed Red & Yellow,Tubewell,Local,1.27,259.0,22.945,2342136.925,4996.15,15482.5,1056.0
2020,Odisha,Sundargarh,Rice,Kharif,Mixed Red & Yellow,Lift,Hybrid,1.67,1248.0,22.945,2342136.925,4996.15,15482.5,4626.0
2020,Odisha,Sundargarh,Rice,Zaid,Mixed Red & Yellow,Lift,Local,3.06,172.0,22.945,2342136.925,4996.15,15482.5,2762.0
2020,Odisha,Sundargarh,Sugarcane,Kharif,Mixed Red & Yellow,Tubewell,Hybrid,3.83,1474.0,22.945,2342136.925,4996.15,15482.5,90004.0
2020,Odisha,Sundargarh,Sugarcane,Rabi,Lateritic,Tubewell,Hybrid,4.68,110.0,22.945,2342136.925,4996.15,15482.5,92984.0
2020,Odisha,Sundargarh,Turmeric,Kharif,Mixed Red & Yellow,Lift,Hybrid,1.21,1348.0,22.945,2342136.925,4996.15,15482.5,4776.0
2020,Odisha,Sundargarh,Turmeric,Rabi,Mixed Red & Yellow,Lift,Local,2.06,222.0,22.945,2342136.925,4996.15,15482.5,6150.0
2020,Odisha,Sundargarh,Wheat,Kharif,Mixed Red & Yellow,Tubewell,Local,3.18,1295.0,22.945,2342136.925,4996.15,15482.5,3624.0
2020,Odisha,Sundargarh,Wheat,Rabi,Lateritic,Lift,Local,3.01,259.0,22.945,2342136.925,4996.15,15482.5,4579.0
2020,Odisha,Sundargarh,Wheat,Zaid,Mixed Red & Yellow,Lift,Hybrid,4.73,251.0,22.945,2342136.925,4996.15,15482.5,3722.0
2021,Odisha,Angul,Cotton,Kharif,Lateritic,Lift,Hybrid,0.78,1255.0,22.945,2342136.925,4996.15,15482.5,1628.0
2021,Odisha,Angul,Cotton,Rabi,Red Soil,Lift,Hybrid,4.24,133.0,22.945,2342136.925,4996.15,15482.5,1210.0
2021,Odisha,Angul,Groundnut,Kharif,Lateritic,Tubewell,Hybrid,1.41,1300.0,22.945,2342136.925,4996.15,15482.5,2565.0
2021,Odisha,Angul,Groundnut,Rabi,Lateritic,Canal,Local,1.38,157.0,22.945,2342136.925,4996.15,15482.5,2597.0
2021,Odisha,Angul,Groundnut,Zaid,Red Soil,Canal,Hybrid,1.4,183.0,22.945,2342136.925,4996.15,15482.5,2716.0
2021,Odisha,Angul,Maize,Kharif,Red Soil,Canal,Hybrid,2.16,868.0,22.945,2342136.925,4996.15,15482.5,3925.0
2021,Odisha,Angul,Maize,Rabi,Lateritic,Tubewell,Hybrid,2.88,142.0,22.945,2342136.925,4996.15,15482.5,3123.0
2021,Odisha,Angul,Maize,Zaid,Red Soil,Lift,Local,2.52,170.0,22.945,2342136.925,4996.15,15482.5,4290.0
2021,Odisha,Angul,Mung,Kharif,Lateritic,Tubewell,Hybrid,4.71,1318.0,22.945,2342136.925,4996.15,15482.5,1200.0
2021,Odisha,Angul,Mung,Rabi,Red Soil,Tubewell,Hybrid,0.81,172.0,22.945,2342136.925,4996.15,15482.5,1414.0
2021,Odisha,Angul,Mung,Zaid,Red Soil,Tubewell,Local,0.54,161.0,22.945,2342136.925,4996.15,15482.5,913.0
2021,Odisha,Angul,Rice,Kharif,Lateritic,Lift,Local,1.31,974.0,22.945,2342136.925,4996.15,15482.5,3466.0
2021,Odisha,Angul,Rice,Zaid,Lateritic,Canal,Hybrid,4.37,79.0,22.945,2342136.925,4996.15,15482.5,3301.0
2021,Odisha,Angul,Sugarcane,Kharif,Lateritic,Tubewell,Hybrid,0.73,909.0,22.945,2342136.925,4996.15,15482.5,78278.0
2021,Odisha,Angul,Sugarcane,Rabi,Red Soil,Canal,Local,2.65,272.0,22.945,2342136.925,4996.15,15482.5,73145.0
2021,Odisha,Angul,Turmeric,Kharif,Red Soil,Lift,Local,3.81,1187.0,22.945,2342136.925,4996.15,15482.5,3459.0
2021,Odisha,Angul,Turmeric,Rabi,Red Soil,Lift,Hybrid,4.69,107.0,22.945,2342136.925,4996.15,15482.5,5501.0
2021,Odisha,Angul,Wheat,Kharif,Red Soil,Lift,Local,1.47,1104.0,22.945,2342136.925,4996.15,15482.5,4543.0
2021,Odisha,Angul,Wheat,Rabi,Lateritic,Canal,Local,4.25,80.0,22.945,2342136.925,4996.15,15482.5,3567.0
2021,Odisha,Angul,Wheat,Zaid,Red Soil,Canal,Local,4.13,101.0,22.945,2342136.925,4996.15,15482.5,4289.0
2021,Odisha,Balangir,Cotton,Kharif,Red Soil,Tubewell,Hybrid,2.73,1335.0,22.945,2342136.925,4996.15,15482.5,1841.0
2021,Odisha,Balangir,Cotton,Rabi,Black Soil,Lift,Hybrid,1.32,57.0,22.945,2342136.925,4996.15,15482.5,1329.0
2021,Odisha,Balangir,Groundnut,Kharif,Black Soil,Lift,Local,3.36,1332.0,22.945,2342136.925,4996.15,15482.5,2029.0
2021,Odisha,Balangir,Groundnut,Rabi,Red Soil,Lift,Local,0.73,162.0,22.945,2342136.925,4996.15,15482.5,2652.0
2021,Odisha,Balangir,Groundnut,Zaid,Black Soil,Lift,Hybrid,2.92,219.0,22.945,2342136.925,4996.15,15482.5,2452.0
2021,Odisha,Balangir,Maize,Kharif,Red Soil,Canal,Hybrid,0.72,1148.0,22.945,2342136.925,4996.15,15482.5,3394.0
2021,Odisha,Balangir,Maize,Rabi,Red Soil,Lift,Hybrid,0.58,263.0,22.945,2342136.925,4996.15,15482.5,4627.0
2021,Odisha,Balangir,Maize,Zaid,Black Soil,Lift,Hybrid,3.67,154.0,22.945,2342136.925,4996.15,15482.5,3643.0
2021,Odisha,Balangir,Mung,Kharif,Black Soil,Lift,Hybrid,2.88,1423.0,22.945,2342136.925,4996.15,15482.5,833.0
2021,Odisha,Balangir,Mung,Rabi,Black Soil,Canal,Hybrid,0.56,198.0,22.945,2342136.925,4996.15,15482.5,1055.0
2021,Odisha,Balangir,Mung,Zaid,Red Soil,Canal,Hybrid,4.66,252.0,22.945,2342136.925,4996.15,15482.5,1307.0
2021,Odisha,Balangir,Rice,Kharif,Black Soil,Lift,Local,3.14,1185.0,22.945,2342136.925,4996.15,15482.5,2699.0
2021,Odisha,Balangir,Rice,Zaid,Black Soil,Lift,Local,0.74,199.0,22.945,2342136.925,4996.15,15482.5,3245.0
2021,Odisha,Balangir,Sugarcane,Kharif,Red Soil,Lift,Hybrid,4.32,883.0,22.945,2342136.925,4996.15,15482.5,79314.0
2021,Odisha,Balangir,Sugarcane,Rabi,Black Soil,Tubewell,Hybrid,4.94,187.0,22.945,2342136.925,4996.15,15482.5,105361.0
2021,Odisha,Balangir,Turmeric,Kharif,Black Soil,Canal,Hybrid,3.09,823.0,22.945,2342136.925,4996.15,15482.5,5134.0
2021,Odisha,Balangir,Turmeric,Rabi,Red Soil,Lift,Local,2.5,144.0,22.945,2342136.925,4996.15,15482.5,5320.0
2021,Odisha,Balangir,Wheat,Kharif,Black Soil,Tubewell,Hybrid,1.27,1083.0,22.945,2342136.925,4996.15,15482.5,3928.0
2021,Odisha,Balangir,Wheat,Rabi,Red Soil,Tubewell,Hybrid,3.88,221.0,22.945,2342136.925,4996.15,15482.5,5352.0
2021,Odisha,Balangir,Wheat,Zaid,Red Soil,Lift,Local,2.17,283.0,22.945,2342136.925,4996.15,15482.5,3280.0
2021,Odisha,Balasore,Cotton,Kharif,Alluvial,Drip,Hybrid,2.0,1184.0,22.945,2342136.925,4996.15,15482.5,1912.0
2021,Odisha,Balasore,Cotton,Rabi,Alluvial,Tubewell,Hybrid,1.34,274.0,22.945,2342136.925,4996.15,15482.5,1373.0
2021,Odisha,Balasore,Groundnut,Kharif,Alluvial,Canal,HYV,2.3,1343.0,22.945,2342136.925,4996.15,15482.5,1938.0
2021,Odisha,Balasore,Groundnut,Rabi,Alluvial,Tubewell,HYV,3.91,162.0,22.945,2342136.925,4996.15,15482.5,2030.0
2021,Odisha,Balasore,Groundnut,Zaid,Alluvial,Canal,Hybrid,2.07,152.0,22.945,2342136.925,4996.15,15482.5,2398.0
2021,Odisha,Balasore,Maize,Kharif,Coastal Sandy,Tubewell,HYV,3.53,924.0,22.945,2342136.925,4996.15,15482.5,3081.0
2021,Odisha,Balasore,Maize,Rabi,Coastal Sandy,Canal,HYV,0.86,269.0,22.945,2342136.925,4996.15,15482.5,3467.0
2021,Odisha,Balasore,Maize,Zaid,Coastal Sandy,Canal,Hybrid,4.93,215.0,22.945,2342136.925,4996.15,15482.5,4593.0
2021,Odisha,Balasore,Mung,Kharif,Coastal Sandy,Drip,HYV,2.09,861.0,22.945,2342136.925,4996.15,15482.5,1133.0
2021,Odisha,Balasore,Mung,Rabi,Alluvial,Drip,Hybrid,1.95,242.0,22.945,2342136.925,4996.15,15482.5,1112.0
2021,Odisha,Balasore,Mung,Zaid,Alluvial,Tubewell,HYV,3.35,220.0,22.945,2342136.925,4996.15,15482.5,1043.0
2021,Odisha,Balasore,Rice,Kharif,Coastal Sandy,Canal,Hybrid,4.38,1399.0,22.945,2342136.925,4996.15,15482.5,4650.0
2021,Odisha,Balasore,Rice,Rabi,Alluvial,Canal,Hybrid,4.23,179.0,22.945,2342136.925,4996.15,15482.5,3893.0
2021,Odisha,Balasore,Rice,Zaid,Alluvial,Drip,HYV,2.59,246.0,22.945,2342136.925,4996.15,15482.5,4802.0
2021,Odisha,Balasore,Sugarcane,Kharif,Coastal Sandy,Canal,Hybrid,1.81,1495.0,22.945,2342136.925,4996.15,15482.5,79582.0
2021,Odisha,Balasore,Sugarcane,Rabi,Coastal Sandy,Canal,HYV,1.1,111.0,22.945,2342136.925,4996.15,15482.5,116468.0
2021,Odisha,Balasore,Turmeric,Kharif,Coastal Sandy,Drip,HYV,2.56,1357.0,22.945,2342136.925,4996.15,15482.5,3895.0
2021,Odisha,Balasore,Turmeric,Rabi,Alluvial,Drip,Hybrid,2.2,284.0,22.945,2342136.925,4996.15,15482.5,4427.0
2021,Odisha,Balasore,Wheat,Kharif,Alluvial,Tubewell,Hybrid,1.6,1387.0,22.945,2342136.925,4996.15,15482.5,3286.0
2021,Odisha,Balasore,Wheat,Rabi,Coastal Sandy,Canal,Hybrid,4.09,233.0,22.945,2342136.925,4996.15,15482.5,4067.0
2021,Odisha,Balasore,Wheat,Zaid,Coastal Sandy,Drip,HYV,1.97,126.0,22.945,2342136.925,4996.15,15482.5,3945.0
2021,Odisha,Bargarh,Cotton,Kharif,Alluvial,Tubewell,HYV,2.72,1253.0,22.945,2342136.925,4996.15,15482.5,2176.0
2021,Odisha,Bargarh,Cotton,Rabi,Alluvial,Tubewell,HYV,1.55,244.0,22.945,2342136.925,4996.15,15482.5,1748.0
2021,Odisha,Bargarh,Groundnut,Kharif,Red Soil,Canal,Hybrid,1.28,1084.0,22.945,2342136.925,4996.15,15482.5,2975.0
2021,Odisha,Bargarh,Groundnut,Rabi,Alluvial,Canal,HYV,4.42,139.0,22.945,2342136.925,4996.15,15482.5,2317.0
2021,Odisha,Bargarh,Groundnut,Zaid,Red Soil,Canal,HYV,2.92,84.0,22.945,2342136.925,4996.15,15482.5,2313.0
2021,Odisha,Bargarh,Maize,Kharif,Red Soil,Tubewell,Hybrid,0.69,927.0,22.945,2342136.925,4996.15,15482.5,3186.0
2021,Odisha,Bargarh,Maize,Rabi,Red Soil,Tubewell,Hybrid,3.02,175.0,22.945,2342136.925,4996.15,15482.5,3188.0
2021,Odisha,Bargarh,Maize,Zaid,Red Soil,Tubewell,HYV,1.14,158.0,22.945,2342136.925,4996.15,15482.5,4444.0
2021,Odisha,Bargarh,Mung,Kharif,Alluvial,Canal,HYV,1.7,1457.0,22.945,2342136.925,4996.15,15482.5,1011.0
2021,Odisha,Bargarh,Mung,Rabi,Red Soil,Canal,Hybrid,3.91,260.0,22.945,2342136.925,4996.15,15482.5,1066.0
2021,Odisha,Bargarh,Mung,Zaid,Red Soil,Tubewell,HYV,1.87,178.0,22.945,2342136.925,4996.15,15482.5,963.0
2021,Odisha,Bargarh,Rice,Kharif,Red Soil,Tubewell,HYV,2.85,1061.0,22.945,2342136.925,4996.15,15482.5,3178.0
2021,Odisha,Bargarh,Rice,Rabi,Red Soil,Tubewell,Hybrid,4.52,228.0,22.945,2342136.925,4996.15,15482.5,3137.0
2021,Odisha,Bargarh,Rice,Zaid,Alluvial,Tubewell,Hybrid,4.51,273.0,22.945,2342136.925,4996.15,15482.5,3267.0
2021,Odisha,Bargarh,Sugarcane,Kharif,Alluvial,Canal,Hybrid,4.23,808.0,22.945,2342136.925,4996.15,15482.5,50238.0
2021,Odisha,Bargarh,Sugarcane,Rabi,Red Soil,Tubewell,HYV,4.61,139.0,22.945,2342136.925,4996.15,15482.5,131596.0
2021,Odisha,Bargarh,Turmeric,Kharif,Alluvial,Canal,Hybrid,1.34,936.0,22.945,2342136.925,4996.15,15482.5,3411.0
2021,Odisha,Bargarh,Turmeric,Rabi,Red Soil,Canal,HYV,4.86,67.0,22.945,2342136.925,4996.15,15482.5,5410.0
2021,Odisha,Bargarh,Wheat,Kharif,Red Soil,Tubewell,HYV,3.35,1264.0,22.945,2342136.925,4996.15,15482.5,4475.0
2021,Odisha,Bargarh,Wheat,Rabi,Alluvial,Canal,HYV,1.93,55.0,22.945,2342136.925,4996.15,15482.5,3356.0
2021,Odisha,Bargarh,Wheat,Zaid,Red Soil,Tubewell,HYV,4.09,152.0,22.945,2342136.925,4996.15,15482.5,3550.0
2021,Odisha,Bhadrak,Cotton,Kharif,Alluvial,Canal,Hybrid,2.03,1120.0,22.945,2342136.925,4996.15,15482.5,1703.0
2021,Odisha,Bhadrak,Cotton,Rabi,Alluvial,Tubewell,Hybrid,2.73,294.0,22.945,2342136.925,4996.15,15482.5,1176.0
2021,Odisha,Bhadrak,Groundnut,Kharif,Alluvial,Canal,Hybrid,0.95,1436.0,22.945,2342136.925,4996.15,15482.5,2509.0
2021,Odisha,Bhadrak,Groundnut,Rabi,Saline,Tubewell,Hybrid,1.87,75.0,22.945,2342136.925,4996.15,15482.5,1995.0
2021,Odisha,Bhadrak,Groundnut,Zaid,Saline,Tubewell,Hybrid,2.64,152.0,22.945,2342136.925,4996.15,15482.5,1771.0
2021,Odisha,Bhadrak,Maize,Kharif,Saline,Canal,Local,3.04,1180.0,22.945,2342136.925,4996.15,15482.5,2962.0
2021,Odisha,Bhadrak,Maize,Rabi,Saline,Canal,Hybrid,3.3,129.0,22.945,2342136.925,4996.15,15482.5,4214.0
2021,Odisha,Bhadrak,Maize,Zaid,Saline,Canal,Local,3.88,169.0,22.945,2342136.925,4996.15,15482.5,3039.0
2021,Odisha,Bhadrak,Mung,Kharif,Saline,Canal,Hybrid,4.7,835.0,22.945,2342136.925,4996.15,15482.5,787.0
2021,Odisha,Bhadrak,Mung,Rabi,Alluvial,Tubewell,Local,2.26,234.0,22.945,2342136.925,4996.15,15482.5,872.0
2021,Odisha,Bhadrak,Mung,Zaid,Alluvial,Canal,Local,2.12,189.0,22.945,2342136.925,4996.15,15482.5,1284.0
2021,Odisha,Bhadrak,Rice,Kharif,Alluvial,Tubewell,Local,3.25,1164.0,22.945,2342136.925,4996.15,15482.5,3521.0
2021,Odisha,Bhadrak,Rice,Zaid,Alluvial,Tubewell,Hybrid,3.91,64.0,22.945,2342136.925,4996.15,15482.5,3301.0
2021,Odisha,Bhadrak,Sugarcane,Kharif,Alluvial,Canal,Local,4.09,1272.0,22.945,2342136.925,4996.15,15482.5,85035.0
2021,Odisha,Bhadrak,Sugarcane,Rabi,Alluvial,Canal,Hybrid,3.44,73.0,22.945,2342136.925,4996.15,15482.5,58597.0
2021,Odisha,Bhadrak,Turmeric,Kharif,Alluvial,Tubewell,Hybrid,4.16,1321.0,22.945,2342136.925,4996.15,15482.5,5099.0
2021,Odisha,Bhadrak,Turmeric,Rabi,Alluvial,Canal,Local,2.25,80.0,22.945,2342136.925,4996.15,15482.5,5401.0
2021,Odisha,Bhadrak,Wheat,Kharif,Alluvial,Canal,Hybrid,3.85,1388.0,22.945,2342136.925,4996.15,15482.5,2564.0
2021,Odisha,Bhadrak,Wheat,Rabi,Alluvial,Canal,Local,1.3,176.0,22.945,2342136.925,4996.15,15482.5,2824.0
2021,Odisha,Bhadrak,Wheat,Zaid,Alluvial,Tubewell,Local,1.8,277.0,22.945,2342136.925,4996.15,15482.5,3123.0
2021,Odisha,Boudh,Cotton,Kharif,Lateritic,Tubewell,Local,2.66,1326.0,22.945,2342136.925,4996.15,15482.5,1296.0
2021,Odisha,Boudh,Cotton,Rabi,Mixed Red & Yellow,Lift,Local,2.59,282.0,22.945,2342136.925,4996.15,15482.5,1517.0
2021,Odisha,Boudh,Groundnut,Kharif,Lateritic,Tubewell,Local,0.92,1281.0,22.945,2342136.925,4996.15,15482.5,2565.0
2021,Odisha,Boudh,Groundnut,Rabi,Mixed Red & Yellow,Tubewell,Hybrid,2.6,234.0,22.945,2342136.925,4996.15,15482.5,2982.0
2021,Odisha,Boudh,Groundnut,Zaid,Mixed Red & Yellow,Lift,Hybrid,1.1,261.0,22.945,2342136.925,4996.15,15482.5,3649.0
2021,Odisha,Boudh,Maize,Kharif,Lateritic,Lift,Local,2.55,1216.0,22.945,2342136.925,4996.15,15482.5,2260.0
2021,Odisha,Boudh,Maize,Rabi,Lateritic,Lift,Hybrid,3.92,251.0,22.945,2342136.925,4996.15,15482.5,2813.0
2021,Odisha,Boudh,Maize,Zaid,Mixed Red & Yellow,Tubewell,Hybrid,1.15,53.0,22.945,2342136.925,4996.15,15482.5,4323.0
2021,Odisha,Boudh,Mung,Kharif,Lateritic,Tubewell,Local,2.22,908.0,22.945,2342136.925,4996.15,15482.5,853.0
2021,Odisha,Boudh,Mung,Rabi,Lateritic,Lift,Hybrid,4.8,286.0,22.945,2342136.925,4996.15,15482.5,1330.0
2021,Odisha,Boudh,Mung,Zaid,Mixed Red & Yellow,Tubewell,Hybrid,2.93,243.0,22.945,2342136.925,4996.15,15482.5,893.0
2021,Odisha,Boudh,Rice,Kharif,Mixed Red & Yellow,Lift,Local,4.42,1086.0,22.945,2342136.925,4996.15,15482.5,3361.0
2021,Odisha,Boudh,Rice,Zaid,Mixed Red & Yellow,Tubewell,Hybrid,3.06,296.0,22.945,2342136.925,4996.15,15482.5,2028.0
2021,Odisha,Boudh,Sugarcane,Kharif,Mixed Red & Yellow,Tubewell,Local,2.55,1036.0,22.945,2342136.925,4996.15,15482.5,64067.0
2021,Odisha,Boudh,Sugarcane,Rabi,Lateritic,Lift,Hybrid,0.99,124.0,22.945,2342136.925,4996.15,15482.5,84525.0
2021,Odisha,Boudh,Turmeric,Kharif,Lateritic,Tubewell,Local,2.47,1213.0,22.945,2342136.925,4996.15,15482.5,4488.0
2021,Odisha,Boudh,Turmeric,Rabi,Lateritic,Lift,Hybrid,3.24,82.0,22.945,2342136.925,4996.15,15482.5,6393.0
2021,Odisha,Boudh,Wheat,Kharif,Lateritic,Lift,Local,1.47,884.0,22.945,2342136.925,4996.15,15482.5,3448.0
2021,Odisha,Boudh,Wheat,Rabi,Mixed Red & Yellow,Tubewell,Hybrid,1.72,164.0,22.945,2342136.925,4996.15,15482.5,5203.0
2021,Odisha,Boudh,Wheat,Zaid,Lateritic,Tubewell,Hybrid,3.28,96.0,22.945,2342136.925,4996.15,15482.5,3231.0
2021,Odisha,Cuttack,Cotton,Kharif,Deltaic Alluvial,Lift,HYV,4.68,887.0,22.945,2342136.925,4996.15,15482.5,1218.0
2021,Odisha,Cuttack,Cotton,Rabi,Deltaic Alluvial,Lift,Hybrid,3.22,227.0,22.945,2342136.925,4996.15,15482.5,2169.0
2021,Odisha,Cuttack,Groundnut,Kharif,Deltaic Alluvial,Canal,Hybrid,2.73,1395.0,22.945,2342136.925,4996.15,15482.5,3203.0
2021,Odisha,Cuttack,Groundnut,Rabi,Alluvial,Lift,HYV,3.72,52.0,22.945,2342136.925,4996.15,15482.5,2121.0
2021,Odisha,Cuttack,Groundnut,Zaid,Deltaic Alluvial,Lift,HYV,2.94,71.0,22.945,2342136.925,4996.15,15482.5,3115.0
2021,Odisha,Cuttack,Maize,Kharif,Deltaic Alluvial,Canal,HYV,1.4,951.0,22.945,2342136.925,4996.15,15482.5,4440.0
2021,Odisha,Cuttack,Maize,Rabi,Deltaic Alluvial,Canal,HYV,0.51,105.0,22.945,2342136.925,4996.15,15482.5,3305.0
2021,Odisha,Cuttack,Maize,Zaid,Deltaic Alluvial,Lift,HYV,0.58,113.0,22.945,2342136.925,4996.15,15482.5,3484.0
2021,Odisha,Cuttack,Mung,Kharif,Deltaic Alluvial,Canal,HYV,5.0,841.0,22.945,2342136.925,4996.15,15482.5,971.0
2021,Odisha,Cuttack,Mung,Rabi,Deltaic Alluvial,Lift,Hybrid,4.17,181.0,22.945,2342136.925,4996.15,15482.5,1318.0
2021,Odisha,Cuttack,Mung,Zaid,Deltaic Alluvial,Lift,HYV,2.46,235.0,22.945,2342136.925,4996.15,15482.5,1126.0
2021,Odisha,Cuttack,Rice,Kharif,Deltaic Alluvial,Canal,Hybrid,1.75,1247.0,22.945,2342136.925,4996.15,15482.5,3224.0
2021,Odisha,Cuttack,Rice,Rabi,Deltaic Alluvial,Canal,HYV,1.51,155.0,22.945,2342136.925,4996.15,15482.5,2991.0
